frame,id,x,y
40,unknown_3,182,1466
41,1,4650,1838
41,2,1478,1667
41,3,2561,1497
41,4,4944,1821
41,5,4600,1974
41,6,4454,1707
41,7,3982,1643
41,8,2309,1499
41,unknown_1,3697,1519
41,unknown_2,3137,1536
41,unknown_3,253,1454
42,1,4653,1837
42,2,1478,1670
42,3,2560,1497
42,4,4947,1825
42,5,4606,1972
42,6,4453,1708
42,7,3981,1645
42,8,2307,1498
42,unknown_1,3696,1520
42,unknown_2,3135,1537
42,unknown_3,251,1443
43,1,4647,1837
43,2,1477,1673
43,3,2558,1497
43,4,4951,1828
43,5,4598,1972
43,6,4453,1711
43,7,3989,1641
43,8,2306,1500
43,unknown_1,3696,1522
43,unknown_2,3134,1539
43,unknown_3,254,1454
44,1,4645,1854
44,2,1478,1674
44,3,2558,1497
44,4,4954,1832
44,5,4598,1974
44,6,4453,1713
44,7,3989,1642
44,8,2306,1501
44,unknown_1,3695,1523
44,unknown_2,3132,1540
44,unknown_3,292,1430
45,1,4644,1846
45,2,1481,1677
45,3,2558,1499
45,4,4958,1836
45,5,4598,1972
45,6,4453,1715
45,7,3989,1644
45,8,2305,1502
45,unknown_1,3694,1525
45,unknown_2,3130,1542
45,unknown_3,270,1442
46,1,4643,1844
46,2,1481,1679
46,3,2559,1503
46,4,4961,1840
46,5,4585,1973
46,6,4450,1715
46,7,3994,1646
46,8,2305,1503
46,unknown_1,3694,1526
46,unknown_2,3130,1543
46,unknown_3,269,1446
47,1,4640,1839
47,2,1482,1678
47,3,2560,1504
47,4,4964,1844
47,5,4582,1972
47,6,4447,1711
47,7,3995,1647
47,8,2304,1504
47,unknown_1,3693,1528
47,unknown_2,3130,1543
47,unknown_3,267,1448
48,1,4638,1840
48,2,1483,1679
48,3,2557,1502
48,4,4968,1847
48,5,4573,1972
48,6,4444,1709
48,7,3986,1649
48,8,2306,1452
48,unknown_1,3693,1529
48,unknown_2,3129,1544
48,unknown_3,355,1444
49,1,4633,1841
49,2,1484,1678
49,3,2556,1502
49,4,4971,1851
49,5,4618,1961
49,6,4440,1707
49,7,3981,1651
49,8,2305,1451
49,unknown_1,3692,1530
49,unknown_2,3129,1544
49,unknown_3,394,1455
50,1,4631,1843
50,2,1483,1678
50,3,2556,1505
50,4,4975,1855
50,5,4591,1967
50,6,4437,1710
50,7,3978,1653
50,8,2303,1453
50,unknown_1,3692,1532
50,unknown_2,3129,1545
50,unknown_3,419,1464
51,1,4628,1846
51,2,1481,1680
51,3,2556,1509
51,4,4978,1859
51,5,4571,1971
51,6,4428,1716
51,7,3989,1654
51,8,2307,1494
51,unknown_1,3691,1533
51,unknown_2,3129,1547
51,unknown_3,431,1468
52,1,4623,1863
52,2,1480,1682
52,3,2556,1512
52,4,4982,1863
52,5,4560,1974
52,6,4424,1720
52,7,3983,1652
52,8,2308,1508
52,unknown_1,3691,1535
52,unknown_2,3129,1548
52,unknown_3,439,1473
53,1,4613,1868
53,2,1481,1681
53,3,2556,1512
53,4,4985,1866
53,5,4557,1977
53,6,4420,1721
53,7,3980,1650
53,8,2304,1516
53,unknown_1,3690,1536
53,unknown_2,3127,1552
53,unknown_3,486,1468
54,1,4607,1869
54,2,1479,1681
54,3,2558,1511
54,4,4988,1870
54,5,4553,1978
54,6,4412,1720
54,7,3977,1651
54,8,2303,1519
54,unknown_1,3689,1538
54,unknown_2,3126,1553
54,unknown_3,479,1473
55,1,4602,1871
55,2,1476,1683
55,3,2556,1511
55,4,4992,1874
55,5,4549,1981
55,6,4412,1724
55,7,3977,1653
55,8,2300,1517
55,unknown_1,3689,1539
55,unknown_2,3125,1554
55,unknown_3,476,1476
56,1,4598,1869
56,2,1475,1685
56,3,2555,1514
56,4,4995,1878
56,5,4545,1986
56,6,4413,1728
56,7,3975,1656
56,8,2299,1518
56,unknown_1,3688,1540
56,unknown_2,3124,1555
56,unknown_3,485,1475
57,1,4597,1873
57,2,1474,1686
57,3,2553,1517
57,4,4999,1882
57,5,4542,1986
57,6,4411,1728
57,7,3975,1657
57,8,2301,1562
57,unknown_1,3688,1542
57,unknown_2,3124,1556
57,unknown_3,430,1459
58,1,4594,1875
58,2,1474,1685
58,3,2553,1518
58,4,5002,1885
58,5,4541,1985
58,6,4411,1727
58,7,3975,1657
58,8,2302,1570
58,unknown_1,3687,1543
58,unknown_2,3124,1556
58,unknown_3,357,1462
59,1,4592,1874
59,2,1475,1685
59,3,2554,1521
59,4,5006,1889
59,5,4537,1988
59,6,4408,1727
59,7,3977,1658
59,8,2301,1549
59,9,3687,1544
59,unknown_2,3123,1557
59,unknown_3,327,1471
60,1,4591,1874
60,2,1474,1686
60,3,2552,1522
60,4,5009,1893
60,5,4537,1987
60,6,4405,1728
60,7,3976,1659
60,8,2302,1537
60,9,3686,1546
60,unknown_2,3125,1558
60,unknown_3,312,1476
61,1,4589,1870
61,2,1474,1687
61,3,2551,1522
61,4,5013,1897
61,5,4537,1988
61,6,4402,1728
61,7,3975,1660
61,8,2301,1533
61,9,3686,1547
61,unknown_2,3126,1562
61,unknown_3,318,1452
62,1,4588,1868
62,2,1474,1688
62,3,2552,1522
62,4,5016,1901
62,5,4531,1999
62,6,4402,1727
62,7,3974,1661
62,8,2300,1525
62,9,3685,1549
62,unknown_2,3126,1564
62,unknown_3,328,1441
63,1,4587,1868
63,2,1473,1688
63,3,2551,1524
63,4,5019,1904
63,5,4526,2017
63,6,4398,1728
63,7,3973,1663
63,8,2299,1524
63,9,3685,1550
63,unknown_2,3126,1564
63,unknown_3,364,1445
64,1,4587,1869
64,2,1473,1689
64,3,2550,1527
64,4,5023,1908
64,5,4529,2002
64,6,4396,1727
64,7,3986,1663
64,8,2297,1527
64,9,3684,1551
64,unknown_2,3124,1564
64,unknown_3,329,1473
65,1,4586,1869
65,2,1474,1689
65,3,2549,1528
65,4,5026,1912
65,5,4529,2000
65,6,4392,1728
65,7,3986,1665
65,8,2296,1530
65,9,3683,1553
65,unknown_2,3124,1568
65,unknown_3,360,1452
66,1,4588,1868
66,2,1472,1690
66,3,2547,1532
66,4,5029,1916
66,5,4527,2012
66,6,4384,1731
66,7,3985,1669
66,8,2295,1534
66,9,3683,1554
66,unknown_2,3123,1566
66,unknown_3,470,1464
67,1,4587,1872
67,2,1470,1694
67,3,2546,1535
67,4,5033,1919
67,5,4528,2007
67,6,4385,1735
67,7,3982,1674
67,8,2297,1535
67,9,3682,1555
67,unknown_2,3124,1568
67,unknown_3,477,1469
68,1,4589,1870
68,2,1469,1697
68,3,2544,1537
68,4,5037,1923
68,5,4528,2019
68,6,4381,1736
68,7,3976,1678
68,8,2297,1538
68,9,3682,1557
68,10,3122,1574
68,unknown_3,483,1471
69,1,4594,1867
69,2,1469,1701
69,3,2546,1541
69,4,5040,1927
69,5,4530,2030
69,6,4377,1737
69,7,3970,1677
69,8,2296,1540
69,9,3681,1558
69,10,3123,1575
69,unknown_3,504,1473
70,1,4596,1867
70,2,1468,1703
70,3,2544,1545
70,4,5043,1931
70,5,4530,2033
70,6,4378,1735
70,7,3977,1683
70,8,2295,1543
70,9,3681,1560
70,10,3122,1583
70,unknown_3,518,1472
71,1,4596,1868
71,2,1471,1704
71,3,2543,1545
71,4,5047,1935
71,5,4530,2045
71,6,4378,1734
71,7,3978,1688
71,8,2295,1545
71,9,3680,1561
71,10,3120,1586
71,unknown_3,506,1465
72,1,4599,1868
72,2,1468,1709
72,3,2541,1548
72,4,5050,1938
72,5,4529,2050
72,6,4376,1738
72,7,3978,1691
72,8,2295,1548
72,9,3680,1562
72,10,3117,1588
72,unknown_3,519,1468
73,1,4600,1868
73,2,1469,1715
73,3,2539,1552
73,4,5054,1942
73,5,4528,2055
73,6,4373,1745
73,7,3978,1693
73,8,2294,1550
73,9,3679,1564
73,10,3116,1590
73,unknown_3,491,1471
74,1,4603,1870
74,2,1469,1717
74,3,2538,1559
74,4,5057,1946
74,5,4528,2061
74,6,4372,1756
74,7,3978,1696
74,8,2294,1553
74,9,3679,1565
74,10,3116,1595
74,unknown_3,462,1477
75,1,4600,1869
75,2,1466,1719
75,3,2536,1561
75,4,5060,1950
75,5,4530,2057
75,6,4371,1762
75,7,3978,1699
75,8,2293,1555
75,9,3678,1566
75,10,3115,1600
75,unknown_3,470,1476
76,1,4599,1872
76,2,1464,1725
76,3,2533,1565
76,4,5064,1954
76,5,4529,2061
76,6,4370,1767
76,7,3983,1696
76,8,2293,1558
76,9,3678,1568
76,10,3114,1599
76,unknown_3,419,1475
77,1,4596,1883
77,2,1461,1728
77,3,2532,1568
77,4,5068,1957
77,5,4526,2086
77,6,4366,1772
77,7,3975,1706
77,8,2293,1560
77,9,3677,1569
77,10,3113,1601
77,unknown_3,415,1476
78,1,4602,1886
78,2,1458,1735
78,3,2531,1571
78,4,5071,1961
78,5,4530,2084
78,6,4362,1776
78,7,3971,1712
78,8,2292,1562
78,9,3677,1571
78,10,3113,1603
78,unknown_3,411,1477
79,1,4609,1887
79,2,1456,1742
79,3,2527,1575
79,4,5074,1965
79,5,4524,2097
79,6,4361,1776
79,7,3966,1715
79,8,2292,1565
79,9,3676,1572
79,10,3112,1612
79,unknown_3,462,1474
80,1,4614,1887
80,2,1455,1744
80,3,2524,1580
80,4,5078,1969
80,5,4528,2086
80,6,4359,1777
80,7,3964,1718
80,8,2292,1567
80,9,3676,1573
80,10,3111,1617
80,unknown_3,485,1472
81,1,4619,1883
81,2,1455,1745
81,3,2523,1582
81,4,5081,1973
81,5,4533,2075
81,6,4357,1782
81,7,3962,1722
81,8,2291,1570
81,9,3675,1575
81,10,3111,1617
81,unknown_3,438,1475
82,1,4624,1885
82,2,1452,1745
82,3,2522,1585
82,4,5084,1976
82,5,4550,2052
82,6,4355,1787
82,7,3962,1720
82,8,2291,1572
82,9,3674,1576
82,10,3110,1620
82,unknown_3,407,1481
83,1,4627,1887
83,2,1450,1748
83,3,2520,1588
83,4,5088,1980
83,5,4561,2045
83,6,4354,1792
83,7,3954,1728
83,8,2290,1575
83,9,3674,1578
83,10,3124,1625
83,unknown_3,388,1482
84,1,4629,1886
84,2,1446,1754
84,3,2519,1591
84,4,5091,1984
84,5,4584,2045
84,6,4352,1796
84,7,3948,1732
84,8,2290,1577
84,9,3673,1579
84,10,3125,1628
84,11,378,1479
85,1,4630,1890
85,2,1444,1759
85,3,2517,1595
85,4,5095,1988
85,5,4574,2046
85,6,4351,1804
85,7,3944,1736
85,8,2290,1580
85,9,3673,1580
85,10,3126,1631
85,11,379,1481
86,1,4630,1894
86,2,1439,1764
86,3,2517,1601
86,4,5098,1992
86,5,4553,2051
86,6,4348,1808
86,7,3940,1741
86,8,2258,1565
86,9,3672,1582
86,10,3127,1634
86,11,297,1468
87,1,4631,1892
87,2,1437,1768
87,3,2515,1602
87,4,5102,1995
87,5,4549,2054
87,6,4338,1812
87,7,3938,1742
87,8,2264,1598
87,9,3672,1583
87,10,3101,1646
87,11,268,1464
88,1,4631,1892
88,2,1437,1772
88,3,2517,1609
88,4,5105,1999
88,5,4539,2063
88,6,4337,1810
88,7,3941,1745
88,8,2263,1569
88,9,3671,1585
88,10,3096,1651
88,11,252,1462
89,1,4632,1895
89,2,1433,1776
89,3,2514,1615
89,4,5108,2003
89,5,4534,2068
89,6,4336,1818
89,7,3938,1751
89,8,2262,1570
89,9,3671,1586
89,10,3093,1655
89,11,237,1461
90,1,4633,1896
90,2,1432,1777
90,3,2515,1622
90,4,5112,2007
90,5,4530,2074
90,6,4332,1819
90,7,3942,1751
90,8,2261,1570
90,9,3670,1588
90,10,3091,1660
90,11,239,1449
91,1,4632,1898
91,2,1431,1780
91,3,2510,1624
91,4,5115,2010
91,5,4529,2075
91,6,4325,1828
91,7,3939,1761
91,8,2252,1560
91,9,3670,1589
91,10,3093,1673
91,11,239,1445
92,1,4633,1901
92,2,1428,1781
92,3,2509,1628
92,4,5119,2014
92,5,4526,2084
92,6,4317,1836
92,7,3947,1767
92,8,2254,1585
92,9,3669,1590
92,10,3088,1674
92,11,306,1481
93,1,4632,1903
93,2,1426,1783
93,3,2505,1633
93,4,5122,2018
93,5,4522,2090
93,6,4316,1840
93,7,3947,1770
93,8,2252,1589
93,9,3669,1592
93,10,3087,1679
93,11,269,1451
94,1,4630,1908
94,2,1424,1788
94,3,2499,1635
94,4,5125,2022
94,5,4521,2097
94,6,4315,1844
94,7,3946,1774
94,8,2251,1592
94,9,3668,1593
94,10,3087,1685
94,11,335,1475
95,1,4626,1911
95,2,1424,1791
95,3,2498,1636
95,4,5129,2026
95,5,4521,2093
95,6,4311,1846
95,7,3946,1778
95,8,2249,1622
95,9,3668,1595
95,10,3085,1684
95,11,363,1487
96,1,4620,1909
96,2,1422,1796
96,3,2498,1639
96,4,5133,2029
96,5,4519,2100
96,6,4308,1848
96,7,3949,1778
96,8,2252,1633
96,9,3667,1596
96,10,3084,1688
96,11,367,1489
97,1,4612,1910
97,2,1421,1799
97,3,2497,1641
97,4,5136,2033
97,5,4517,2104
97,6,4304,1848
97,7,3946,1779
97,8,2250,1616
97,9,3666,1597
97,10,3084,1692
97,11,379,1500
98,1,4603,1913
98,2,1420,1802
98,3,2495,1640
98,4,5139,2037
98,5,4539,2092
98,6,4302,1848
98,7,3945,1782
98,8,2246,1614
98,9,3666,1599
98,10,3084,1693
98,11,462,1506
99,1,4599,1901
99,2,1417,1804
99,3,2494,1643
99,4,5143,2041
99,5,4562,2087
99,6,4300,1849
99,7,3945,1786
99,8,2242,1595
99,9,3665,1600
99,10,3083,1694
99,11,491,1500
100,1,4591,1907
100,2,1414,1807
100,3,2495,1646
100,4,5146,2045
100,5,4580,2085
100,6,4296,1849
100,7,3944,1789
100,8,2242,1587
100,9,3665,1602
100,10,3083,1695
100,11,490,1492
101,1,4587,1910
101,2,1414,1808
101,3,2497,1645
101,4,5149,2048
101,5,4585,2084
101,6,4294,1849
101,7,3944,1793
101,8,2241,1585
101,9,3664,1603
101,10,3083,1695
101,11,490,1493
102,1,4589,1909
102,2,1415,1808
102,3,2497,1644
102,4,5153,2052
102,5,4589,2084
102,6,4292,1847
102,7,3942,1782
102,8,2241,1584
102,9,3664,1605
102,10,3084,1693
102,11,482,1495
103,1,4594,1909
103,2,1416,1803
103,3,2496,1643
103,4,5156,2056
103,5,4545,2092
103,6,4292,1845
103,7,3938,1780
103,8,2244,1585
103,9,3663,1606
103,10,3084,1692
103,11,498,1495
104,1,4605,1914
104,2,1415,1801
104,3,2497,1641
104,4,5160,2060
104,5,4530,2090
104,6,4292,1844
104,7,3938,1776
104,8,2243,1580
104,9,3663,1607
104,10,3084,1691
104,11,475,1487
105,1,4613,1910
105,2,1413,1797
105,3,2495,1640
105,4,5163,2064
105,5,4527,2088
105,6,4291,1843
105,7,3938,1772
105,8,2243,1579
105,9,3662,1609
105,10,3084,1686
105,11,472,1482
106,1,4622,1909
106,2,1414,1795
106,3,2496,1640
106,4,5167,2067
106,5,4528,2096
106,6,4292,1842
106,7,3940,1770
106,8,2242,1578
106,9,3662,1610
106,10,3082,1683
106,11,472,1491
107,1,4626,1911
107,2,1413,1796
107,3,2497,1640
107,4,5170,2071
107,5,4532,2089
107,6,4290,1844
107,7,3940,1769
107,8,2242,1577
107,9,3661,1612
107,10,3080,1680
107,11,421,2021
108,1,4630,1909
108,2,1412,1795
108,3,2498,1640
108,4,5174,2075
108,5,4535,2090
108,6,4288,1843
108,7,3939,1768
108,8,2243,1576
108,9,3661,1613
108,10,3080,1678
108,11,359,2274
109,1,4632,1906
109,2,1412,1795
109,3,2499,1640
109,4,5177,2079
109,5,4539,2091
109,6,4287,1843
109,7,3940,1768
109,8,2243,1575
109,9,3660,1614
109,10,3081,1677
109,11,310,2346
110,1,4633,1903
110,2,1411,1794
110,3,2499,1639
110,4,5180,2083
110,5,4541,2090
110,6,4287,1841
110,7,3938,1768
110,8,2243,1573
110,9,3660,1616
110,10,3081,1677
110,11,290,2432
111,1,4634,1901
111,2,1410,1794
111,3,2497,1638
111,4,5184,2086
111,5,4543,2089
111,6,4288,1839
111,7,3943,1769
111,8,2243,1572
111,9,3659,1617
111,10,3081,1676
111,11,271,2517
112,1,4636,1898
112,2,1410,1793
112,3,2497,1636
112,4,5187,2090
112,5,4549,2088
112,6,4288,1839
112,7,3946,1770
112,8,2242,1571
112,9,3659,1618
112,10,3082,1677
112,11,251,2603
113,1,4636,1898
113,2,1411,1792
113,3,2500,1635
113,4,5191,2094
113,5,4550,2088
113,6,4286,1844
113,7,3946,1770
113,8,2242,1571
113,9,3658,1620
113,10,3083,1679
113,11,232,2688
114,1,4636,1900
114,2,1411,1791
114,3,2502,1636
114,4,5194,2098
114,5,4545,2089
114,6,4285,1845
114,7,3947,1771
114,8,2241,1570
114,9,3657,1621
114,10,3084,1678
114,11,212,2774
115,1,4636,1901
115,2,1411,1789
115,3,2504,1633
115,4,5198,2102
115,5,4543,2089
115,6,4283,1847
115,7,3947,1771
115,8,2241,1569
115,9,3657,1623
115,10,3085,1677
115,11,192,2859
116,1,4638,1902
116,2,1416,1788
116,3,2505,1632
116,4,5201,2105
116,5,4544,2087
116,6,4282,1846
116,7,3946,1771
116,8,2241,1567
116,9,3656,1624
116,10,3086,1676
116,11,173,2945
117,1,4640,1902
117,2,1420,1786
117,3,2508,1633
117,4,5204,2109
117,5,4548,2084
117,6,4283,1845
117,7,3946,1771
117,8,2241,1566
117,9,3656,1625
117,10,3086,1675
117,11,154,3031
118,1,4642,1901
118,2,1422,1784
118,3,2508,1633
118,4,5208,2113
118,5,4549,2084
118,6,4285,1843
118,7,3945,1771
118,8,2240,1565
118,9,3655,1627
118,10,3087,1675
118,11,134,3116
119,1,4642,1901
119,2,1424,1781
119,3,2509,1632
119,4,5211,2117
119,5,4547,2085
119,6,4285,1842
119,7,3944,1771
119,8,2240,1565
119,9,3655,1628
119,10,3087,1676
119,11,114,3201
120,1,4643,1902
120,2,1425,1781
120,3,2510,1631
120,4,5215,2120
120,5,4547,2081
120,6,4284,1838
120,7,3947,1770
120,8,2240,1564
120,9,3654,1629
120,10,3088,1674
120,11,95,3287
120,unknown_4,370,1494
121,1,4642,1900
121,2,1425,1781
121,3,2510,1631
121,5,4547,2077
121,6,4283,1837
121,7,3947,1767
121,8,2239,1563
121,9,3654,1631
121,10,3087,1672
121,11,76,3373
121,unknown_4,408,1492
122,1,4642,1896
122,2,1425,1780
122,3,2512,1630
122,5,4545,2079
122,6,4283,1839
122,7,3944,1766
122,8,2239,1562
122,9,3653,1632
122,10,3086,1671
122,11,56,3458
122,unknown_4,380,1496
123,1,4640,1897
123,2,1425,1781
123,3,2512,1630
123,5,4548,2077
123,6,4279,1839
123,7,3940,1765
123,8,2261,1627
123,9,3653,1634
123,10,3086,1671
123,11,37,3544
123,unknown_4,392,1496
124,1,4640,1895
124,2,1426,1781
124,3,2510,1630
124,5,4549,2075
124,6,4278,1839
124,7,3941,1765
124,8,2262,1630
124,10,3088,1670
124,11,17,3629
124,unknown_4,404,1497
125,1,4643,1897
125,2,1427,1783
125,3,2509,1630
125,5,4556,2075
125,6,4275,1838
125,7,3943,1765
125,8,2260,1627
125,10,3090,1670
125,11,-3,3715
125,unknown_4,416,1497
126,1,4642,1899
126,2,1428,1784
126,3,2510,1630
126,5,4562,2075
126,6,4272,1836
126,7,3943,1764
126,8,2260,1625
126,10,3092,1673
126,11,-22,3800
126,unknown_4,429,1498
127,1,4641,1898
127,2,1428,1786
127,3,2510,1628
127,5,4564,2074
127,6,4265,1835
127,7,3943,1762
127,8,2255,1589
127,10,3094,1674
127,11,-42,3886
127,unknown_4,441,1499
128,1,4641,1901
128,2,1429,1785
128,3,2514,1626
128,5,4565,2076
128,6,4261,1836
128,7,3945,1761
128,8,2255,1590
128,10,3094,1669
128,11,-61,3971
128,unknown_4,453,1499
129,1,4641,1904
129,2,1430,1785
129,3,2518,1625
129,5,4570,2076
129,6,4255,1838
129,7,3948,1761
129,8,2256,1590
129,10,3094,1667
129,11,-81,4057
129,unknown_4,192,1444
130,1,4639,1907
130,2,1430,1785
130,3,2520,1626
130,5,4576,2076
130,6,4252,1841
130,7,3948,1761
130,8,2253,1569
130,10,3096,1669
130,11,-101,4143
130,unknown_4,182,1429
131,1,4636,1908
131,2,1430,1783
131,3,2517,1627
131,5,4577,2078
131,6,4245,1843
131,7,3949,1760
131,8,2261,1609
131,10,3095,1667
131,11,-120,4228
131,unknown_4,168,1423
132,1,4633,1902
132,2,1429,1782
132,3,2517,1626
132,5,4579,2076
132,6,4241,1843
132,7,3950,1754
132,8,2261,1612
132,10,3093,1667
132,11,-140,4313
132,unknown_4,154,1417
133,1,4631,1894
133,2,1429,1782
133,3,2517,1625
133,5,4577,2075
133,6,4236,1842
133,7,3951,1750
133,8,2263,1615
133,10,3092,1668
133,11,-159,4399
133,unknown_4,180,1450
134,1,4630,1897
134,2,1429,1780
134,3,2517,1625
134,5,4575,2075
134,6,4234,1840
134,7,3949,1748
134,8,2264,1618
134,10,3091,1667
