frame,old_id,id,x,y
497,21,21,3783,1403
498,1,1,5678,1432
498,2,2,600,1628
498,3,3,3003,1365
498,5,5,3861,1303
498,6,6,4590,1412
498,7,7,2665,1349
498,9,9,67,2317
498,10,10,4263,1386
498,11,11,117,2058
498,12,12,5129,2209
498,14,14,60,2070
498,16,16,3514,1357
498,21,21,3783,1403
499,1,1,5678,1432
499,2,2,600,1628
499,3,3,3003,1365
499,5,5,3861,1303
499,6,6,4590,1418
499,7,7,2665,1349
499,9,9,67,2317
499,10,10,4263,1387
499,11,11,118,2053
499,12,12,5129,2209
499,14,14,60,2070
499,16,16,3514,1357
499,21,21,3783,1403
500,1,1,5678,1432
500,2,2,602,1629
500,3,3,3003,1365
500,5,5,3861,1303
500,6,6,4590,1415
500,7,7,2666,1350
500,9,9,67,2317
500,10,10,4263,1387
500,11,11,118,2049
500,12,12,5129,2209
500,14,14,60,2070
500,16,16,3514,1357
500,21,21,3783,1403
501,1,1,5678,1432
501,2,2,602,1629
501,3,3,3004,1366
501,5,5,3861,1303
501,6,6,4590,1413
501,7,7,2666,1352
501,9,9,67,2317
501,10,10,4263,1387
501,11,11,117,2055
501,12,12,5129,2209
501,14,14,60,2070
501,16,16,3514,1357
501,21,21,3783,1403
502,1,1,5678,1432
502,2,2,603,1629
502,3,3,3003,1366
502,unknown_11,4,4941,1716
502,5,5,3861,1303
502,6,6,4591,1411
502,7,7,2665,1354
502,9,9,67,2317
502,10,10,4264,1388
502,11,11,117,2060
502,12,12,5129,2209
502,14,14,60,2070
502,16,16,3514,1357
502,21,21,3783,1403
503,1,1,5678,1432
503,2,2,603,1630
503,3,3,3003,1365
503,5,5,3861,1303
503,6,6,4591,1411
503,7,7,2665,1353
503,9,9,67,2317
503,10,10,4264,1388
503,11,11,117,2059
503,12,12,5129,2209
503,14,14,60,2070
503,16,16,3514,1357
503,21,21,3783,1403
504,1,1,5678,1432
504,2,2,603,1629
504,3,3,3002,1365
504,4,4,4843,1343
504,5,5,3861,1303
504,6,6,4592,1415
504,7,7,2665,1352
504,9,9,67,2317
504,10,10,4264,1388
504,11,11,118,2060
504,12,12,5129,2209
504,14,14,60,2070
504,16,16,3514,1357
504,21,21,3783,1403
505,1,1,5678,1432
505,2,2,602,1627
505,3,3,3003,1365
505,unknown_11,4,4982,1733
505,5,5,3861,1303
505,6,6,4592,1416
505,7,7,2665,1356
505,9,9,67,2317
505,10,10,4264,1388
505,11,11,117,2065
505,12,12,5129,2209
505,14,14,60,2070
505,16,16,3514,1357
505,21,21,3783,1403
506,1,1,5678,1432
506,2,2,603,1626
506,3,3,3002,1364
506,5,5,3861,1303
506,6,6,4591,1417
506,7,7,2664,1358
506,9,9,67,2317
506,10,10,4265,1388
506,11,11,118,2061
506,12,12,5129,2209
506,14,14,60,2070
506,16,16,3514,1357
506,21,21,3783,1403
507,1,1,5678,1432
507,2,2,604,1626
507,3,3,3002,1364
507,5,5,3861,1303
507,6,6,4591,1420
507,7,7,2664,1357
507,9,9,67,2317
507,10,10,4265,1389
507,11,11,117,2065
507,12,12,5129,2209
507,14,14,60,2070
507,16,16,3514,1357
507,21,21,3783,1403
508,1,1,5678,1432
508,2,2,602,1624
508,3,3,3000,1364
508,5,5,3861,1303
508,6,6,4591,1421
508,7,7,2664,1360
508,9,9,67,2317
508,10,10,4265,1389
508,11,11,118,2058
508,12,12,5129,2209
508,14,14,60,2070
508,16,16,3514,1357
508,21,21,3783,1403
509,1,1,5678,1432
509,2,2,602,1624
509,3,3,2999,1365
509,4,4,4833,1307
509,5,5,3861,1303
509,6,6,4591,1421
509,7,7,2663,1359
509,9,9,67,2317
509,10,10,4265,1389
509,11,11,118,2062
509,12,12,5129,2209
509,14,14,60,2070
509,16,16,3514,1357
509,21,21,3783,1403
510,1,1,5678,1432
510,2,2,602,1624
510,3,3,2997,1363
510,unknown_11,4,4994,1750
510,5,5,3861,1303
510,6,6,4592,1422
510,7,7,2663,1359
510,9,9,67,2317
510,10,10,4265,1390
510,11,11,117,2091
510,12,12,5129,2209
510,14,14,60,2070
510,16,16,3514,1357
510,21,21,3783,1403
511,1,1,5678,1432
511,2,2,601,1625
511,3,3,2997,1363
511,5,5,3861,1303
511,6,6,4592,1422
511,7,7,2664,1365
511,9,9,67,2317
511,10,10,4266,1389
511,11,11,117,2094
511,12,12,5129,2209
511,14,14,60,2070
511,16,16,3514,1357
511,21,21,3783,1403
512,1,1,5678,1432
512,2,2,599,1626
512,3,3,2997,1359
512,5,5,3861,1303
512,6,6,4592,1423
512,7,7,2665,1368
512,9,9,67,2317
512,10,10,4266,1390
512,12,12,5129,2209
512,14,14,60,2070
512,16,16,3514,1357
512,21,21,3783,1403
513,1,1,5678,1432
513,2,2,600,1626
513,3,3,2998,1360
513,5,5,3861,1303
513,6,6,4592,1423
513,7,7,2666,1369
513,9,9,67,2317
513,10,10,4267,1390
513,11,11,117,2286
513,12,12,5129,2209
513,14,14,60,2070
513,16,16,3514,1357
513,21,21,3783,1403
514,1,1,5678,1432
514,2,2,600,1625
514,3,3,2999,1360
514,5,5,3861,1303
514,6,6,4592,1424
514,7,7,2667,1367
514,9,9,67,2317
514,10,10,4267,1390
514,11,11,117,2300
514,12,12,5129,2209
514,14,14,60,2070
514,16,16,3514,1357
514,21,21,3783,1403
515,1,1,5678,1432
515,2,2,601,1625
515,3,3,2999,1359
515,4,4,4820,1264
515,5,5,3861,1303
515,6,6,4592,1425
515,7,7,2666,1367
515,9,9,67,2317
515,11,11,116,2300
515,12,12,5129,2209
515,14,14,60,2070
515,16,16,3514,1357
515,21,21,3783,1403
516,1,1,5678,1432
516,2,2,599,1625
516,3,3,3000,1360
516,5,5,3861,1303
516,6,6,4592,1426
516,7,7,2665,1368
516,9,9,67,2317
516,10,10,3531,1395
516,11,11,116,2295
516,12,12,5129,2209
516,14,14,60,2070
516,16,16,3514,1357
516,21,21,3783,1403
517,1,1,5678,1432
517,2,2,600,1624
517,3,3,2999,1358
517,5,5,3861,1303
517,6,6,4592,1426
517,7,7,2665,1368
517,9,9,67,2317
517,10,10,3516,1396
517,11,11,117,2293
517,12,12,5129,2209
517,14,14,60,2070
517,16,16,3514,1357
517,21,21,3783,1403
518,1,1,5678,1432
518,2,2,599,1624
518,3,3,2998,1356
518,5,5,3861,1303
518,6,6,4592,1427
518,7,7,2664,1370
518,9,9,67,2317
518,10,10,3501,1396
518,11,11,117,2294
518,12,12,5129,2209
518,14,14,60,2070
518,16,16,3514,1357
518,21,21,3783,1403
519,1,1,5678,1432
519,2,2,599,1625
519,3,3,2999,1361
519,5,5,3861,1303
519,6,6,4592,1427
519,7,7,2665,1371
519,9,9,67,2317
519,10,10,3487,1397
519,11,11,117,2292
519,12,12,5129,2209
519,14,14,60,2070
519,16,16,3514,1357
519,21,21,3783,1403
520,1,1,5678,1432
520,2,2,598,1625
520,3,3,2998,1355
520,5,5,3861,1303
520,6,6,4592,1428
520,7,7,2663,1371
520,9,9,67,2317
520,10,10,3473,1397
520,11,11,117,2289
520,12,12,5129,2209
520,14,14,60,2070
520,16,16,3514,1357
520,21,21,3783,1403
521,1,1,5678,1432
521,2,2,597,1625
521,3,3,2997,1359
521,5,5,3861,1303
521,6,6,4593,1428
521,7,7,2663,1373
521,9,9,67,2317
521,10,10,3458,1397
521,11,11,116,2279
521,14,14,60,2070
521,16,16,3514,1357
521,21,21,3783,1403
522,1,1,5678,1432
522,2,2,596,1625
522,3,3,2996,1361
522,4,4,4805,1214
522,5,5,3861,1303
522,6,6,4593,1429
522,7,7,2662,1372
522,9,9,67,2317
522,10,10,3443,1398
522,11,11,116,2267
522,12,12,5034,1777
522,14,14,60,2070
522,16,16,3514,1357
522,21,21,3783,1403
523,1,1,5678,1432
523,2,2,595,1625
523,3,3,2996,1361
523,4,4,4804,1207
523,5,5,3861,1303
523,6,6,4593,1430
523,7,7,2662,1371
523,9,9,67,2317
523,10,10,3429,1398
523,11,11,117,2246
523,12,12,5046,1787
523,14,14,60,2070
523,16,16,3514,1357
523,21,21,3783,1403
524,1,1,5678,1432
524,2,2,594,1625
524,3,3,2997,1363
524,4,4,4801,1200
524,5,5,3861,1303
524,6,6,4593,1430
524,7,7,2662,1371
524,8,8,3533,1383
524,9,9,67,2317
524,10,10,3415,1398
524,11,11,116,2236
524,12,12,5057,1793
524,14,14,60,2070
524,16,16,3514,1357
524,21,21,3783,1403
525,1,1,5678,1432
525,2,2,594,1626
525,3,3,2997,1364
525,4,4,4799,1192
525,5,5,3861,1303
525,6,6,4593,1431
525,7,7,2661,1370
525,9,9,67,2317
525,11,11,117,2229
525,12,12,5062,1797
525,14,14,60,2070
525,16,16,3514,1357
525,21,21,3783,1403
526,1,1,5678,1432
526,2,2,593,1625
526,3,3,2997,1363
526,4,4,4797,1185
526,5,5,3861,1303
526,6,6,4593,1431
526,7,7,2660,1363
526,9,9,67,2317
526,10,10,3628,1415
526,11,11,118,2216
526,12,12,5065,1802
526,14,14,60,2070
526,16,16,3514,1357
526,21,21,3783,1403
527,1,1,5678,1432
527,2,2,592,1625
527,3,3,2997,1363
527,4,4,4795,1178
527,5,5,3861,1303
527,6,6,4593,1432
527,7,7,2660,1361
527,9,9,67,2317
527,10,10,3631,1415
527,11,11,118,2205
527,12,12,5073,1802
527,14,14,60,2070
527,16,16,3514,1357
527,21,21,3783,1403
528,1,1,5678,1432
528,2,2,590,1626
528,3,3,2999,1364
528,4,4,4793,1171
528,5,5,3861,1303
528,6,6,4593,1433
528,7,7,2660,1365
528,9,9,67,2317
528,10,10,3631,1416
528,11,11,118,2195
528,12,12,5078,1807
528,14,14,60,2070
528,16,16,3514,1357
528,21,21,3783,1403
529,1,1,5678,1432
529,2,2,589,1625
529,3,3,2998,1364
529,4,4,4791,1164
529,5,5,3861,1303
529,6,6,4593,1433
529,7,7,2660,1365
529,8,8,4864,1535
529,9,9,67,2317
529,10,10,3631,1418
529,11,11,117,2186
529,12,12,5082,1810
529,14,14,60,2070
529,16,16,3514,1357
529,21,21,3783,1403
530,1,1,5678,1432
530,2,2,590,1626
530,3,3,2998,1364
530,4,4,4789,1157
530,5,5,3861,1303
530,6,6,4593,1434
530,7,7,2660,1365
530,9,9,67,2317
530,10,10,3632,1419
530,11,11,117,2180
530,12,12,5091,1805
530,14,14,60,2070
530,16,16,3514,1357
530,21,21,3783,1403
531,1,1,5678,1432
531,2,2,590,1626
531,3,3,3001,1364
531,4,4,4787,1149
531,5,5,3861,1303
531,6,6,4593,1435
531,7,7,2659,1365
531,9,9,67,2317
531,10,10,3632,1420
531,11,11,117,2171
531,12,12,5092,1810
531,14,14,60,2070
531,16,16,3514,1357
531,21,21,3783,1403
532,1,1,5678,1432
532,2,2,590,1625
532,3,3,2999,1364
532,4,4,4784,1142
532,5,5,3861,1303
532,6,6,4594,1435
532,7,7,2658,1368
532,9,9,67,2317
532,10,10,3632,1421
532,11,11,117,2169
532,12,12,5097,1806
532,14,14,60,2070
532,16,16,3514,1357
532,21,21,3783,1403
533,1,1,5678,1432
533,2,2,589,1624
533,3,3,3002,1365
533,4,4,4783,1135
533,5,5,3861,1303
533,6,6,4594,1436
533,7,7,2658,1366
533,9,9,67,2317
533,10,10,3632,1422
533,11,11,118,2159
533,12,12,5093,1814
533,14,14,60,2070
533,16,16,3514,1357
533,21,21,3783,1403
534,1,1,5678,1432
534,2,2,589,1624
534,3,3,2999,1365
534,4,4,4780,1128
534,5,5,3861,1303
534,6,6,4594,1436
534,7,7,2658,1368
534,9,9,67,2317
534,10,10,3633,1424
534,11,11,117,2143
534,12,12,5087,1819
534,14,14,60,2070
534,16,16,3514,1357
534,21,21,3783,1403
535,1,1,5678,1432
535,2,2,589,1624
535,3,3,3001,1365
535,4,4,4778,1121
535,5,5,3861,1303
535,6,6,4594,1437
535,7,7,2658,1362
535,9,9,67,2317
535,10,10,3633,1425
535,11,11,117,2123
535,12,12,5087,1821
535,14,14,60,2070
535,16,16,3514,1357
535,21,21,3783,1403
536,1,1,5678,1432
536,2,2,589,1624
536,3,3,2998,1364
536,4,4,4776,1113
536,5,5,3861,1303
536,6,6,4594,1437
536,7,7,2658,1365
536,9,9,67,2317
536,10,10,3633,1426
536,11,11,117,2112
536,12,12,5088,1824
536,14,14,60,2070
536,16,16,3514,1357
536,21,21,3783,1403
537,1,1,5678,1432
537,2,2,591,1626
537,3,3,2995,1364
537,4,4,4774,1107
537,5,5,3861,1303
537,6,6,4594,1438
537,7,7,2657,1368
537,9,9,67,2317
537,10,10,3633,1427
537,11,11,118,2108
537,12,12,5085,1824
537,14,14,60,2070
537,16,16,3514,1357
537,21,21,3783,1403
538,1,1,5678,1432
538,2,2,591,1628
538,3,3,2993,1363
538,4,4,4772,1099
538,5,5,3861,1303
538,6,6,4594,1439
538,7,7,2657,1370
538,9,9,67,2317
538,10,10,3633,1428
538,11,11,117,2101
538,12,12,5109,1824
538,14,14,60,2070
538,16,16,3514,1357
538,21,21,3783,1403
539,1,1,5678,1432
539,2,2,591,1628
539,3,3,2993,1363
539,4,4,4770,1092
539,5,5,3861,1303
539,6,6,4594,1440
539,7,7,2658,1369
539,9,9,67,2317
539,10,10,3633,1430
539,11,11,118,2098
539,12,12,5121,1817
539,14,14,60,2070
539,16,16,3514,1357
539,21,21,3783,1403
540,1,1,5678,1432
540,2,2,591,1628
540,3,3,2993,1363
540,4,4,4768,1085
540,5,5,3861,1303
540,6,6,4594,1440
540,7,7,2656,1370
540,9,9,67,2317
540,10,10,3633,1431
540,11,11,117,2097
540,12,12,5123,1820
540,14,14,60,2070
540,16,16,3514,1357
540,21,21,3783,1403
541,1,1,5678,1432
541,2,2,590,1629
541,3,3,2992,1361
541,4,4,4766,1078
541,5,5,3861,1303
541,6,6,4594,1441
541,7,7,2657,1357
541,9,9,67,2317
541,10,10,3634,1432
541,11,11,117,2095
541,12,12,5108,1825
541,14,14,60,2070
541,16,16,3514,1357
541,21,21,3783,1403
542,1,1,5678,1432
542,2,2,590,1629
542,3,3,2992,1361
542,4,4,4763,1071
542,5,5,3861,1303
542,6,6,4594,1441
542,7,7,2657,1352
542,9,9,67,2317
542,10,10,3634,1433
542,11,11,117,2094
542,12,12,5115,1833
542,14,14,60,2070
542,16,16,3514,1357
542,21,21,3783,1403
543,1,1,5678,1432
543,2,2,590,1629
543,3,3,2991,1361
543,4,4,4762,1063
543,5,5,3861,1303
543,6,6,4595,1442
543,7,7,2657,1353
543,9,9,67,2317
543,10,10,3634,1434
543,11,11,117,2094
543,12,12,5108,1837
543,14,14,60,2070
543,16,16,3514,1357
543,21,21,3783,1403
544,1,1,5678,1432
544,2,2,591,1630
544,3,3,2990,1361
544,4,4,4759,1056
544,5,5,3861,1303
544,6,6,4595,1442
544,7,7,2656,1353
544,9,9,67,2317
544,10,10,3634,1435
544,11,11,117,2092
544,12,12,5122,1833
544,14,14,60,2070
544,16,16,3514,1357
544,21,21,3783,1403
545,1,1,5678,1432
545,2,2,591,1630
545,3,3,2990,1360
545,4,4,4757,1049
545,5,5,3861,1303
545,6,6,4595,1443
545,7,7,2655,1355
545,9,9,67,2317
545,10,10,3634,1436
545,11,11,118,2091
545,12,12,5113,1871
545,14,14,60,2070
545,16,16,3514,1357
545,21,21,3783,1403
546,1,1,5678,1432
546,2,2,590,1630
546,3,3,2990,1360
546,4,4,4755,1042
546,5,5,3861,1303
546,6,6,4595,1444
546,7,7,2655,1355
546,9,9,67,2317
546,10,10,3635,1438
546,11,11,118,2087
546,12,12,5112,1857
546,14,14,60,2070
546,16,16,3514,1357
546,21,21,3783,1403
547,1,1,5678,1432
547,2,2,591,1629
547,3,3,2990,1359
547,4,4,4753,1035
547,5,5,3861,1303
547,6,6,4595,1445
547,7,7,2655,1357
547,9,9,67,2317
547,10,10,3635,1439
547,11,11,118,2085
547,14,14,60,2070
547,16,16,3514,1357
547,21,21,3783,1403
548,1,1,5678,1432
548,2,2,590,1628
548,3,3,2990,1359
548,4,4,4751,1027
548,5,5,3861,1303
548,6,6,4595,1445
548,7,7,2655,1357
548,9,9,67,2317
548,10,10,3635,1440
548,11,11,118,2081
548,12,12,5114,1959
548,14,14,60,2070
548,16,16,3514,1357
548,21,21,3783,1403
549,1,1,5678,1432
549,2,2,590,1630
549,3,3,2991,1360
549,4,4,4749,1021
549,5,5,3861,1303
549,6,6,4595,1446
549,7,7,2655,1361
549,9,9,67,2317
549,10,10,3635,1441
549,11,11,118,2078
549,12,12,5114,1973
549,14,14,60,2070
549,16,16,3514,1357
549,21,21,3783,1403
550,1,1,5678,1432
550,2,2,591,1630
550,3,3,2992,1361
550,4,4,4747,1013
550,5,5,3861,1303
550,6,6,4595,1446
550,7,7,2654,1360
550,9,9,67,2317
550,10,10,3635,1442
550,11,11,118,2069
550,12,12,5114,1980
550,14,14,60,2070
550,16,16,3514,1357
550,21,21,3783,1403
551,1,1,5678,1432
551,2,2,590,1631
551,3,3,2998,1362
551,4,4,4745,1006
551,5,5,3861,1303
551,6,6,4595,1447
551,7,7,2655,1361
551,9,9,67,2317
551,10,10,3635,1443
551,11,11,118,2034
551,12,12,5111,1987
551,14,14,60,2070
551,16,16,3514,1357
551,21,21,3783,1403
552,1,1,5678,1432
552,2,2,589,1630
552,3,3,2999,1362
552,4,4,4742,999
552,5,5,3861,1303
552,6,6,4595,1447
552,7,7,2655,1361
552,9,9,67,2317
552,10,10,3636,1444
552,11,11,117,2012
552,12,12,5112,1993
552,14,14,60,2070
552,16,16,3514,1357
552,21,21,3783,1403
553,1,1,5678,1432
553,2,2,588,1631
553,3,3,2999,1362
553,4,4,4741,992
553,5,5,3861,1303
553,6,6,4595,1448
553,7,7,2656,1366
553,9,9,67,2317
553,10,10,3636,1446
553,12,12,5117,1997
553,14,14,60,2070
553,16,16,3514,1357
553,21,21,3783,1403
554,1,1,5678,1432
554,2,2,588,1630
554,3,3,2997,1362
554,4,4,4738,985
554,5,5,3861,1303
554,6,6,4596,1449
554,7,7,2656,1362
554,9,9,67,2317
554,10,10,3636,1447
554,11,11,117,1932
554,12,12,5114,1994
554,14,14,60,2070
554,16,16,3514,1357
554,21,21,3783,1403
555,1,1,5678,1432
555,2,2,587,1630
555,3,3,2995,1361
555,4,4,4736,977
555,5,5,3861,1303
555,6,6,4596,1450
555,7,7,2656,1365
555,9,9,67,2317
555,10,10,3636,1448
555,11,11,118,1930
555,12,12,5111,1991
555,14,14,60,2070
555,16,16,3514,1357
555,21,21,3783,1403
556,1,1,5678,1432
556,2,2,587,1630
556,3,3,2998,1363
556,4,4,4734,970
556,5,5,3861,1303
556,6,6,4596,1450
556,7,7,2655,1368
556,8,8,3603,1422
556,9,9,67,2317
556,11,11,118,1920
556,12,12,5110,1987
556,14,14,60,2070
556,16,16,3514,1357
556,21,21,3783,1403
557,1,1,5678,1432
557,2,2,588,1630
557,3,3,2997,1363
557,4,4,4732,963
557,5,5,3861,1303
557,6,6,4596,1450
557,7,7,2655,1369
557,9,9,67,2317
557,10,10,4631,1473
557,11,11,118,1907
557,12,12,5110,1987
557,14,14,60,2070
557,16,16,3514,1357
557,21,21,3783,1403
558,1,1,5678,1432
558,2,2,589,1630
558,3,3,2998,1364
558,4,4,4730,956
558,5,5,3861,1303
558,6,6,4596,1451
558,7,7,2655,1367
558,9,9,67,2317
558,10,10,4636,1476
558,11,11,117,1904
558,12,12,5111,1986
558,14,14,60,2070
558,16,16,3514,1357
558,21,21,3783,1403
559,1,1,5678,1432
559,2,2,589,1630
559,3,3,2999,1364
559,4,4,4728,949
559,5,5,3861,1303
559,6,6,4596,1451
559,7,7,2655,1367
559,9,9,67,2317
559,10,10,4666,1478
559,11,11,117,1910
559,12,12,5112,1988
559,14,14,60,2070
559,16,16,3514,1357
559,21,21,3783,1403
560,1,1,5678,1432
560,2,2,591,1631
560,3,3,3005,1365
560,4,4,4726,942
560,5,5,3861,1303
560,6,6,4596,1452
560,7,7,2655,1367
560,9,9,67,2317
560,10,10,4696,1480
560,11,11,115,1909
560,12,12,5116,1990
560,14,14,60,2070
560,16,16,3514,1357
560,21,21,3783,1403
561,1,1,5678,1432
561,2,2,592,1630
561,3,3,3008,1365
561,4,4,4724,935
561,5,5,3861,1303
561,6,6,4596,1453
561,7,7,2655,1369
561,9,9,67,2317
561,10,10,4726,1481
561,11,11,116,1909
561,12,12,5117,1993
561,14,14,60,2070
561,16,16,3514,1357
561,21,21,3783,1403
562,1,1,5678,1432
562,2,2,593,1631
562,3,3,3009,1366
562,4,4,4722,927
562,5,5,3861,1303
562,6,6,4596,1454
562,7,7,2655,1368
562,9,9,67,2317
562,10,10,4756,1483
562,11,11,116,1907
562,12,12,5122,1996
562,14,14,60,2070
562,16,16,3514,1357
562,21,21,3783,1403
563,1,1,5678,1432
563,2,2,593,1629
563,3,3,3012,1366
563,4,4,4720,920
563,5,5,3861,1303
563,6,6,4596,1454
563,7,7,2656,1369
563,9,9,67,2317
563,10,10,4785,1484
563,11,11,116,1906
563,12,12,5131,2010
563,14,14,60,2070
563,16,16,3514,1357
563,21,21,3783,1403
564,1,1,5678,1432
564,2,2,593,1630
564,3,3,3009,1365
564,4,4,4717,913
564,5,5,3861,1303
564,6,6,4609,1427
564,7,7,2656,1369
564,9,9,67,2317
564,10,10,4815,1486
564,11,11,116,1907
564,12,12,5135,2024
564,14,14,60,2070
564,16,16,3514,1357
564,21,21,3783,1403
565,1,1,5678,1432
565,2,2,593,1630
565,3,3,3001,1365
565,4,4,4715,906
565,5,5,3861,1303
565,6,6,4608,1422
565,7,7,2657,1368
565,9,9,67,2317
565,10,10,4845,1488
565,11,11,114,1909
565,12,12,5143,2033
565,14,14,60,2070
565,16,16,3514,1357
565,21,21,3783,1403
566,1,1,5678,1432
566,2,2,593,1631
566,3,3,3001,1365
566,4,4,4713,899
566,5,5,3861,1303
566,6,6,4607,1418
566,7,7,2657,1369
566,8,8,4856,1538
566,9,9,67,2317
566,10,10,4875,1489
566,11,11,114,1909
566,12,12,5140,2035
566,14,14,60,2070
566,16,16,3514,1357
566,21,21,3783,1403
567,1,1,5678,1432
567,2,2,593,1631
567,3,3,2998,1365
567,4,4,4711,891
567,5,5,3861,1303
567,6,6,4604,1416
567,7,7,2658,1368
567,9,9,67,2317
567,10,10,4905,1491
567,11,11,113,1913
567,12,12,5140,2035
567,14,14,60,2070
567,16,16,3514,1357
567,21,21,3783,1403
568,1,1,5678,1432
568,2,2,593,1631
568,3,3,2996,1365
568,4,4,4709,885
568,5,5,3861,1303
568,6,6,4603,1415
568,7,7,2658,1368
568,9,9,67,2317
568,10,10,4934,1493
568,11,11,111,1916
568,12,12,5137,2033
568,14,14,60,2070
568,16,16,3514,1357
568,21,21,3783,1403
569,1,1,5678,1432
569,2,2,594,1631
569,3,3,2994,1365
569,4,4,4707,877
569,5,5,3861,1303
569,6,6,4603,1414
569,7,7,2659,1369
569,8,8,3618,1419
569,9,9,67,2317
569,10,10,4964,1494
569,11,11,108,1917
569,12,12,5137,2036
569,14,14,60,2070
569,16,16,3514,1357
569,21,21,3783,1403
570,1,1,5678,1432
570,2,2,594,1631
570,3,3,2994,1364
570,4,4,4705,870
570,5,5,3861,1303
570,6,6,4604,1415
570,7,7,2660,1367
570,9,9,67,2317
570,10,10,4994,1496
570,11,11,107,1917
570,12,12,5142,2036
570,14,14,60,2070
570,16,16,3514,1357
570,21,21,3783,1403
571,1,1,5678,1432
571,2,2,594,1630
571,3,3,2994,1364
571,4,4,4703,863
571,5,5,3861,1303
571,6,6,4604,1412
571,7,7,2660,1366
571,9,9,67,2317
571,10,10,5024,1498
571,11,11,108,1917
571,12,12,5138,2035
571,14,14,60,2070
571,16,16,3514,1357
571,21,21,3783,1403
572,1,1,5678,1432
572,2,2,592,1630
572,3,3,2994,1364
572,4,4,4701,856
572,5,5,3861,1303
572,6,6,4604,1409
572,7,7,2661,1368
572,9,9,67,2317
572,10,10,5054,1499
572,11,11,108,1917
572,12,12,5140,2036
572,14,14,60,2070
572,16,16,3514,1357
572,21,21,3783,1403
573,1,1,5678,1432
573,2,2,593,1629
573,3,3,2994,1364
573,4,4,4699,849
573,5,5,3861,1303
573,6,6,4603,1409
573,7,7,2662,1366
573,9,9,67,2317
573,10,10,5083,1501
573,11,11,108,1916
573,12,12,5147,2037
573,14,14,60,2070
573,16,16,3514,1357
573,21,21,3783,1403
574,1,1,5678,1432
574,2,2,594,1631
574,3,3,2995,1364
574,4,4,4696,841
574,5,5,3861,1303
574,6,6,4603,1411
574,7,7,2662,1366
574,9,9,67,2317
574,10,10,5114,1503
574,11,11,106,1918
574,12,12,5147,2037
574,14,14,60,2070
574,16,16,3514,1357
574,21,21,3783,1403
575,1,1,5678,1432
575,2,2,594,1631
575,3,3,2995,1364
575,4,4,4694,834
575,5,5,3861,1303
575,6,6,4602,1415
575,7,7,2662,1364
575,9,9,67,2317
575,10,10,5143,1504
575,11,11,107,1920
575,12,12,5146,2036
575,14,14,60,2070
575,16,16,3514,1357
575,21,21,3783,1403
576,1,1,5678,1432
576,2,2,594,1630
576,3,3,2996,1364
576,4,4,4692,827
576,5,5,3861,1303
576,6,6,4602,1410
576,7,7,2662,1365
576,9,9,67,2317
576,10,10,5173,1506
576,11,11,107,1921
576,12,12,5145,2033
576,14,14,60,2070
576,16,16,3514,1357
576,21,21,3783,1403
577,1,1,5678,1432
577,2,2,594,1630
577,3,3,2996,1364
577,4,4,4690,820
577,5,5,3861,1303
577,6,6,4602,1410
577,7,7,2662,1366
577,8,8,4857,1537
577,9,9,67,2317
577,10,10,5203,1508
577,11,11,107,1920
577,12,12,5140,2031
577,14,14,60,2070
577,16,16,3514,1357
577,21,21,3783,1403
578,1,1,5678,1432
578,2,2,594,1631
578,3,3,2996,1364
578,4,4,4688,813
578,5,5,3861,1303
578,6,6,4601,1415
578,7,7,2662,1366
578,9,9,67,2317
578,10,10,5233,1509
578,11,11,109,1917
578,12,12,5149,2028
578,14,14,60,2070
578,16,16,3514,1357
578,21,21,3783,1403
579,1,1,5678,1432
579,2,2,594,1631
579,3,3,2997,1364
579,4,4,4686,805
579,5,5,3861,1303
579,6,6,4601,1417
579,7,7,2662,1362
579,9,9,67,2317
579,10,10,5263,1511
579,11,11,108,1915
579,12,12,5142,2031
579,14,14,60,2070
579,16,16,3514,1357
579,21,21,3783,1403
580,1,1,5678,1432
580,2,2,594,1632
580,3,3,2996,1363
580,4,4,4684,799
580,5,5,3861,1303
580,6,6,4600,1412
580,7,7,2664,1364
580,9,9,67,2317
580,10,10,5292,1513
580,11,11,109,1916
580,12,12,5136,2031
580,14,14,60,2070
580,16,16,3514,1357
580,21,21,3783,1403
581,1,1,5678,1432
581,2,2,593,1632
581,3,3,2999,1364
581,4,4,4682,791
581,5,5,3861,1303
581,6,6,4600,1410
581,7,7,2665,1366
581,9,9,67,2317
581,10,10,5322,1515
581,11,11,109,1918
581,12,12,5134,2027
581,14,14,60,2070
581,16,16,3514,1357
581,21,21,3783,1403
582,1,1,5678,1432
582,2,2,592,1632
582,3,3,2999,1363
582,4,4,4680,784
582,5,5,3861,1303
582,6,6,4600,1413
582,7,7,2665,1365
582,9,9,67,2317
582,10,10,5352,1516
582,11,11,109,1918
582,12,12,5137,2023
582,14,14,60,2070
582,16,16,3514,1357
582,21,21,3783,1403
583,1,1,5678,1432
583,2,2,591,1631
583,3,3,2997,1363
583,4,4,4678,777
583,5,5,3861,1303
583,6,6,4599,1417
583,7,7,2664,1365
583,9,9,67,2317
583,10,10,5382,1518
583,11,11,108,1918
583,12,12,5143,2027
583,14,14,60,2070
583,16,16,3514,1357
583,21,21,3783,1403
584,1,1,5678,1432
584,2,2,589,1630
584,3,3,2997,1363
584,4,4,4675,770
584,5,5,3861,1303
584,6,6,4599,1420
584,7,7,2664,1365
584,9,9,67,2317
584,10,10,5412,1520
584,11,11,108,1918
